Level,LevelName,Focus,QuestionID,Type,Gleams,Alicorns,Stakeholder,Question,Grade1,Grade2,Grade3,Grade4,Grade5
L2,Formulation (Build),Feasibility,D1,Dimension,1000,10,Professional (Talent),MVP building skills?,I have no MVP skills,I am limited skills,I am some skills,I am good skills,I am exceptional skills
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Startup (Founder),Do you understand tech feasibility?,I have no technical knowledge,I am basic technical; I am gaps,I am good technical grasp,I am deep technical expertise,I am exceptional technical
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Investor,Spot tech risks early?,I cannot spot risks,I am vague risk sense,I can spot risks,I am expert risk spotting,I am legend at risk id
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Corporate Partner,Can build this solution?,I cannot build,I am limited capability,I can build,I can build anything,I can build impossible
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Enabler (Accelerator),Alumni technical success?,I have no technical alumni,I am limited tech success,I am some tech success,I am several successes,I am legendary tech
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Facilitator (Services),Help with technical?,I cannot help,I am basic help,I am good help,I am expert help,I am legend technical
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Government/Policy,Support tech decisions?,I have no support,I am limited support,I am some support,I am good support,I am legend support
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Influencer/Media,Cover tech stories?,I ignore tech,I am minimal coverage,I am some coverage,I am good coverage,I am legend stories
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Mentor,Mentee tech guidance?,I have no tech guidance,I am limited guidance,I am some guidance,I am expert guidance,I am legend guidance
L2,Formulation (Build),Feasibility,D2,Dimension,1000,10,Professional (Talent),Understanding tech?,I have no understanding,I am vague understanding,I am good understanding,I am deep understanding,I am exceptional understanding
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Startup (Founder),Do you have proof of concept?,I have no POC; I am speculation,I am weak poc; I am flawed,I am clear poc; I am validates,I am strong poc; I am impressive,I am exceptional poc
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Investor,Portfolio POC quality?,I have no POC; I am failed,I am weak poc; I am some,I am good poc quality,I am strong poc,I am exceptional quality
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Corporate Partner,POC demonstrates?,I cannot demonstrate,I am limited demonstration,I am clear demonstration,I am strong demonstration,I am exceptional demo
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Enabler (Accelerator),Alumni POC success?,I have no POC alumni,I am few poc alumni,I am some poc alumni,I am good poc,I am legendary poc
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Facilitator (Services),POC support given?,I have no support,I am limited support,I am good support,I am good support,I am legend support
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Government/Policy,POC framework exist?,I have no framework,I am basic framework,I am clear framework,I am strong framework,I am exceptional framework
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Influencer/Media,POC storytelling?,I ignore POC,I am minimal coverage,I am some coverage,I am good coverage,I am legend stories
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Mentor,Mentee POC success?,I have no POC success,I am minimal poc,I am some poc,I am good poc,I am legendary poc
L2,Formulation (Build),Feasibility,D3,Dimension,1000,10,Professional (Talent),POC validation skills?,I have no validation skills,I am limited validation,I am some validation,I am good validation,I am exceptional validation
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Startup (Founder),Do you have customer feedback?,I have no customer input,I am minimal feedback; I am ignored,I am regular customer talks,I am deep customer engagement,I am customer-obsessed
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Investor,Portfolio customer input?,I have no feedback; I am ignored,I am some feedback,I am good feedback,I am strong feedback,I am exceptional input
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Corporate Partner,Customer co-development?,I have no co-development,I am limited co-dev,I am some co-development,I am good co-development,I am full co-development
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Enabler (Accelerator),Alumni customer voice?,I have no customer alumni,I am some feedback heard,I am some co-design,I am good collaboration,I am legend collaboration
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Facilitator (Services),Customer input valued?,I am customer dismissed,I am some value,I am clear value,I am high value,I am highest value
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Government/Policy,Customer co-design?,I have no co-design,I am limited co-design,I am some co-design,I am good co-design,I am full co-design
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Influencer/Media,Customer stories featured?,I ignore customers,I am minimal coverage,I am some stories,I am good customer,I am legend stories
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Mentor,Mentee customer feedback?,I have no customer,I am minimal input,I am some feedback,I am good input,I am legendary input
L2,Formulation (Build),Feasibility,D4,Dimension,1000,10,Professional (Talent),Customer-centric approach?,I am customer-unaware,I am customer-confused,I am customer-informed,I am customer-centric,I am customer-obsessed
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Startup (Founder),Can you build lean?,I am wasteful building,I am some waste,I am lean approach,I am very lean,I am exceptionally lean
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Investor,Portfolio efficient building?,I am wasteful approach,I am some efficiency,I am good efficiency,I am excellent efficiency,I am exceptional efficiency
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Corporate Partner,Efficient MVP approach?,I am wasteful mvp,I am some leanness,I am lean mvp,I am very lean,I am exceptional mvp
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Enabler (Accelerator),Alumni efficiency?,I am wasteful alumni,I am some efficiency,I am good efficiency,I am excellent efficiency,I am exceptional efficiency
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Facilitator (Services),Lean service design?,I am wasteful design,I am some efficiency,I am efficient design,I am excellent design,I am exceptional design
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Government/Policy,Lean program approach?,I am wasteful approach,I am some efficiency,I am efficient approach,I am excellent efficiency,I am exceptional efficiency
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Influencer/Media,Content efficiency?,I am wasteful content,I am some efficiency,I am efficient content,I am excellent efficiency,I am exceptional efficiency
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Mentor,Mentee lean approach?,I am wasteful approach,I am some efficiency,I am good lean,I am excellent lean,I am exceptional lean
L2,Formulation (Build),Feasibility,D5,Dimension,1000,10,Professional (Talent),Lean mindset?,I have no lean mindset,I am limited lean,I am clear lean mindset,I am strong lean,I am lean obsession
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Startup (Founder),Clear differentiation emerging?,I have no differentiation,I am slight differentiation,I am clear differentiation,I am strong differentiation,I am exceptional uniqueness
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Investor,Portfolio unique angle?,I have no unique angle,I am emerging angle,I am clear unique angle,I am strong unique angle,I am exceptional angle
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Corporate Partner,Unique solution angle?,I am generic solution,I am slight difference,I am clear difference,I am strong difference,I am exceptional difference
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Enabler (Accelerator),Alumni unique positioning?,I have no differentiation,I am slight angle,I am clear positioning,I am strong positioning,I am legend positioning
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Facilitator (Services),Unique service approach?,I am generic approach,I am slight difference,I am clear approach,I am strong approach,I am exceptional approach
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Government/Policy,Unique program approach?,I am generic approach,I am slight difference,I am clear approach,I am strong approach,I am exceptional approach
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Influencer/Media,Unique content angle?,I am generic content,I am slight angle,I am clear angle,I am strong angle,I am exceptional angle
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Mentor,Mentee unique angle?,I have no unique angle,I am emerging angle,I am clear unique,I am strong unique,I am legend unique
L2,Formulation (Build),Feasibility,D6,Dimension,1000,10,Professional (Talent),Unique value clear?,I have no unique value,I am slight value,I am clear value,I am strong value,I am exceptional value
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Startup (Founder),Market validation happening?,I have no validation; I am guessing,I am minimal validation,I am some validation,I am good validation,I am deep validation
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Investor,Portfolio market learning?,I have no learning,I am minimal learning,I am some learning,I am good learning,I am deep learning
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Corporate Partner,Market understanding growing?,I am market unaware,I am vague knowledge,I am growing knowledge,I am good knowledge,I am expert knowledge
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Enabler (Accelerator),Alumni market knowledge?,I have no knowledge,I am limited knowledge,I am some knowledge,I am good knowledge,I am expert knowledge
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Facilitator (Services),Market education provided?,I have no education,I am basic education,I am good education,I am excellent education,I am exceptional education
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Government/Policy,Market insights shared?,I have no insights,I am limited insights,I am some insights,I am good insights,I am exceptional insights
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Influencer/Media,Market coverage accurate?,I am inaccurate coverage,I am inaccurate often,I am accurate mostly,I am accurate,I am highly accurate
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Mentor,Mentee market learning?,I have no learning,I am limited learning,I am some learning,I am good learning,I am deep learning
L2,Formulation (Build),Feasibility,D7,Dimension,1000,10,Professional (Talent),Market understanding emerging?,I have no understanding,I am vague understanding,I am growing understanding,I am good understanding,I am expert understanding
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Startup (Founder),Team capability complete?,I am critical gaps; I cannot build,I am significant gaps,I am some gaps; I am improvable,I am mostly complete,I am dream team assembled
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Investor,Portfolio team quality?,I am weak team,I am moderate team,I am good team,I am strong team,I am exceptional team
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Corporate Partner,Team building blocks?,I am missing skills,I am some skills,I am clear skills,I am excellent skills,I am perfect skills
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Enabler (Accelerator),Alumni team building?,I have no team building,I am limited building,I am some building,I am good building,I am legendary building
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Facilitator (Services),Team capability assessment?,I have no assessment,I am basic assessment,I am clear assessment,I am good assessment,I am expert assessment
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Government/Policy,Team development support?,I have no support,I am limited support,I am good support,I am strong support,I am legend support
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Influencer/Media,Team storytelling?,I ignore team,I am minimal coverage,I am some coverage,I am good coverage,I am legend stories
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Mentor,Mentee team building?,I have no team help,I am limited help,I am some help,I am good help,I am legend help
L2,Formulation (Build),Feasibility,D8,Dimension,1000,10,Professional (Talent),Team development path?,I have no path,I am unclear path,I am clear path,I am strong path,I am legend path
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Startup (Founder),Iterating toward product-market fit?,I have no iteration; I am stuck,I am slow iteration,I am regular iteration,I am rapid iteration,I am obsessive iteration
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Investor,Portfolio iteration velocity?,I have no velocity,I am slow velocity,I am good velocity,I am high velocity,I am exceptional velocity
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Corporate Partner,Building toward fit?,I am not learning,I am minimal learning,I am learning happening,I am good learning,I am deep learning
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Enabler (Accelerator),Alumni iteration success?,I am not iterating,I am slow iteration,I am some iteration,I am good iteration,I am exceptional iteration
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Facilitator (Services),Service iteration approach?,I am fixed approach,I am slow adaptation,I am good adaptation,I am excellent adaptation,I am exceptional adaptation
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Government/Policy,Program evolution happening?,I have no evolution,I am minimal evolution,I am some evolution,I am good evolution,I am exceptional evolution
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Influencer/Media,Content evolution tracking?,I am static content,I am slow updates,I am regular updates,I am regular updates,I am constant updates
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Mentor,Mentee iteration culture?,I have no iteration,I am slow iteration,I am some iteration,I am good iteration,I am exceptional iteration
L2,Formulation (Build),Feasibility,D9,Dimension,1000,10,Professional (Talent),Learning velocity clear?,I have no learning velocity,I am slow learning,I am good velocity,I am high velocity,I am exceptional velocity
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Startup (Founder),Feasibility assumptions tested?,I am assumed; I am untested,I am minimal testing,I am some testing,I am thorough testing,I am scientifically proven
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Investor,MVP assumptions validated?,I assume works,I am minimal validation,I am some validation,I am thorough validation,I am expert validation
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Corporate Partner,Tech feasibility assumptions?,I assume feasible,I am minimal testing,I am some testing,I am thorough testing,I am proven feasible
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Enabler (Accelerator),Teaching build approach?,I have no framework,I am basic framework,I am some teaching,I am good teaching,I am legend teaching
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Facilitator (Services),Testing MVP model?,I am untested,I am minimal testing,I am some testing,I am thorough testing,I am expert validation
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Government/Policy,MVP model validated?,I am untested,I am minimal testing,I am some testing,I am good testing,I am expert validation
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Influencer/Media,Validating build claims?,I am pure hype,I am hype dominant,I am some validation,I am good validation,I am legend rigor
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Mentor,Teaching feasibility?,I have no framework,I am limited teaching,I am some teaching,I am good teaching,I am legend teaching
L2,Formulation (Build),Feasibility,EiR1,EiR,1000,10,Professional (Talent),Understand feasibility?,I am untested,I am minimal,I am some,I am good,I am deep
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Startup (Founder),Hidden technical debt?,I am blind to all,I miss major,I am know most,I am know key,I am identified all
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Investor,Portfolio hidden risks?,I am completely blind,I miss several,I am know most,I am know key,I am expert finder
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Corporate Partner,Technical risks emerging?,I am completely blind,I miss several,I am know most,I am know key,I am expert identification
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Enabler (Accelerator),Help identify tech risks?,I am ignore risks,I am limited help,I am some guidance,I am good coaching,I am legend spotter
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Facilitator (Services),Help mitigate risks?,I am ignore risks,I am limited help,I am some support,I am good coaching,I am expert mitigation
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Government/Policy,Anticipate tech problems?,I am ignore problems,I am limited foresight,I am some anticipation,I am good foresight,I am legend insight
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Influencer/Media,Cover tech risks?,I ignore risks,I am limited coverage,I am some coverage,I am good coverage,I am expert coverage
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Mentor,Teach risk ID?,I ignore risks,I am limited guidance,I can teach,I am expert coach,I am legend foresight
L2,Formulation (Build),Feasibility,EiR2,EiR,1000,10,Professional (Talent),Identify risks?,I am blind,I miss several,I am know most,I am know key,I am expert
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Startup (Founder),Team fragility?,I am critical weakness,I am significant weakness,I am some gaps,I am minor gaps,I have no gaps
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Investor,Portfolio team strength?,I am weak team,I am moderate gaps,I am good team,I am strong team,I am exceptional
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Corporate Partner,Team capability gaps?,I am critical gaps,I am significant gaps,I am some gaps,I am minor gaps,I have no gaps
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Enabler (Accelerator),Alumni team quality?,I am weak team,I am moderate gaps,I am good team,I am strong team,I am exceptional
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Facilitator (Services),Team capability?,I am weak capability,I am moderate gaps,I am good capability,I am strong capability,I am exceptional
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Government/Policy,Staff capability?,I am weak staff,I am moderate gaps,I am good staff,I am strong staff,I am exceptional
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Influencer/Media,Team alignment?,I am weak team,I am moderate gaps,I am good team,I am strong team,I am exceptional
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Mentor,Team learning culture?,I have no learning,I am limited learning,I am some learning,I am good learning,I am legend learning
L2,Formulation (Build),Feasibility,EiR3,EiR,1000,10,Professional (Talent),Team compatibility?,I am weak fit,I am moderate gaps,I am good fit,I am strong fit,I am exceptional
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Startup (Founder),MVP obsolescence risk?,I am already obsolete,I am risk of obsolete,I am moderate risk,I am low risk,I am future-proof
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Investor,Portfolio relevance?,I am rapidly outdated,I am some loss,I am good relevance,I am strong relevance,I am always relevant
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Corporate Partner,Build approach longevity?,I am outdated approach,I am some risk,I am moderate risk,I am low risk,I am timeless
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Enabler (Accelerator),Alumni relevance?,I am already irrelevant,I am declining relevance,I am stable relevance,I am growing relevance,I am increasingly relevant
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Facilitator (Services),Service relevance?,I am already irrelevant,I am declining relevance,I am stable relevance,I am growing relevance,I am increasingly relevant
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Government/Policy,Program relevance?,I am already irrelevant,I am declining relevance,I am stable relevance,I am growing relevance,I am increasingly relevant
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Influencer/Media,Content relevance?,I am rapidly irrelevant,I am some risk,I am moderate risk,I am low risk,I am timeless
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Mentor,Mentee relevance?,I am already irrelevant,I am declining relevance,I am stable relevance,I am growing relevance,I am increasingly relevant
L2,Formulation (Build),Feasibility,EiR4,EiR,1000,10,Professional (Talent),Approach relevance?,I am rapidly irrelevant,I am some risk,I am moderate risk,I am low risk,I am timeless
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Startup (Founder),Build sustainable?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Investor,Portfolio build pace?,I cannot complete,I am fragile pace,I am good pace,I am strong pace,I am excellent pace
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Corporate Partner,Build sustainability?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Enabler (Accelerator),Alumni build completion?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Facilitator (Services),Service delivery sustainability?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Government/Policy,Program sustainability?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Influencer/Media,Content creation pace?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Mentor,Mentee build pace?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR5,EiR,1000,10,Professional (Talent),Organization sustainability?,I am not sustainable,I am fragile,I am sustainable,I am highly sustainable,I am perpetual
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Startup (Founder),Build path clear?,I have no path; I am chaos,I am vague path,I am clear path,I am strong path,I am perfect visibility
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Investor,Portfolio build roadmap?,I have no roadmap,I am vague roadmap,I am good roadmap,I am strong roadmap,I am exceptional roadmap
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Corporate Partner,Build execution plan?,I have no plan,I am vague plan,I am clear plan,I am strong plan,I am perfect plan
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Enabler (Accelerator),Alumni build success?,I have no success,I am some success,I am good success,I am strong success,I am legend success
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Facilitator (Services),Build for clients?,I have no building,I am limited building,I am clear building,I am strong building,I am exceptional support
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Government/Policy,Program build support?,I have no support,I am limited support,I am good support,I am strong support,I am legend support
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Influencer/Media,Build story consistent?,I am inconsistent story,I am inconsistent,I am consistent,I am consistent,I am perfect consistency
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Mentor,Mentee build guidance?,I have no guidance,I am limited guidance,I am clear guidance,I am strong guidance,I am legend guidance
L2,Formulation (Build),Feasibility,EiR6,EiR,1000,10,Professional (Talent),Build plan execution?,I have no execution,I am poor execution,I am good execution,I am strong execution,I am perfect execution
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Startup (Founder),Build resources allocated?,I have no resources,I am minimal resources,I am good resources,I am strong resources,I am exceptional resources
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Investor,Portfolio build investment?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Corporate Partner,Build investment sufficient?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Enabler (Accelerator),Alumni build investment?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Facilitator (Services),Build investment?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Government/Policy,Program build investment?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Influencer/Media,Content investment?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Mentor,Mentee build support?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR7,EiR,1000,10,Professional (Talent),Organization investment?,I have no investment,I am minimal investment,I am good investment,I am strong investment,I am exceptional investment
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Startup (Founder),Builder/team fatigue?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing well,I am fresh; I am sustainable
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Investor,Portfolio builder fatigue?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Corporate Partner,Build pace sustainable?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Enabler (Accelerator),Alumni build burnout?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Facilitator (Services),Team fatigue building?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Government/Policy,Staff fatigue?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Influencer/Media,Creator fatigue?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Mentor,Mentor fatigue?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR8,EiR,1000,10,Professional (Talent),Organizational fatigue?,I am severe burnout,I am significant fatigue,I am some fatigue,I am managing,I am fresh; I am energized
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Startup (Founder),Right build approach?,I am pure ego/hype,I am mostly ego; I am some,I am mixed motives,I am mostly mission; I am some,I am pure mission-driven
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Investor,Right build backing?,I am pure funding,I am mostly financial,I am mixed motives,I am mostly mission; I am some,I am pure mission-driven
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Corporate Partner,Right build strategy?,I am pure exploitation,I am mostly exploitation,I am mixed motives,I am mostly mission; I am some,I am pure innovation
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Enabler (Accelerator),Right alumni focus?,I am pure self-interest,I am mostly self-interest,I am mixed motives,I am mostly founders; I am some,I am pure founder focus
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Facilitator (Services),Right build reasons?,I am pure profit,I am mostly profit; I am some,I am mixed motives,I am mostly service; I am some,I am pure service
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Government/Policy,Right program reasons?,I am pure politics,I am mostly politics; I am some,I am mixed motives,I am mostly ecosystem; I am some,I am pure ecosystem
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Influencer/Media,Right narrative reasons?,I am pure hype,I am mostly hype; I am some,I am mixed narratives,I am mostly honest; I am some,I am pure authentic
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Mentor,Right mentor reasons?,I am pure self-serving,I am mostly self-interest,I am mixed motives,I am mostly mentees; I am some,I am pure mentorship
L2,Formulation (Build),Feasibility,EiR9,EiR,1000,10,Professional (Talent),Right organization reasons?,I am pure power,I am mostly power; I am some,I am mixed motives,I am mostly mission; I am some,I am pure mission-driven
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Startup (Founder),Do you have early revenue/users?,I have no revenue; I have zero users,I have less than 100 users,I have 100-1000 users; I have traction,I have 1000+ users growing,I have rapid growth; I have clear PMF
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Investor,Can you spot traction signals?,I cannot identify traction,I am vague traction sense,I can identify signals,I am expert traction spotter,I am legendary traction finder
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Corporate Partner,Early user adoption signals?,I have no adoption; I am failure,I am minimal adoption; I am slow,I am moderate adoption,I am strong adoption momentum,I am exceeding expectations
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Enabler (Accelerator),Alumni revenue metrics?,I am alumni no revenue,I am few generating revenue,I am some revenue; I am learning,I am good revenue growth,I am legend revenue builder
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Facilitator (Services),Client revenue growth?,I have no revenue clients,I am minimal revenue,I am some revenue,I am good revenue,I am strong revenue
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Government/Policy,Ecosystem revenue signals?,I have no ecosystem traction,I am minimal traction,I am some traction evident,I am good traction,I am strong ecosystem
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Influencer/Media,Coverage of traction?,I ignore traction; I am hype,I am minimal coverage,I am some coverage,I am good coverage,I am legend traction
L3,Market Entry (Launch),Traction,D1,Dimension,10000,100,Mentor,Mentee revenue?,I have no mentee revenue,I am minimal revenue,I am some revenue,I am good revenue,I am legend mentees
